month,language,push_events,unique_actors,events_per_actor,actor_rank
2013-12,Ruby,14728,6733,2.1874350215357197,6
2013-12,Scala,9821,3758,2.613358169238957,13
2013-12,TypeScript,12008,4752,2.526936026936027,10
2014-01,C,15003,5773,2.5988221028927767,7
2014-01,C#,19268,7521,2.5618933652439835,5
2014-01,C++,16634,5985,2.779281537176274,6
2014-01,Dart,5113,2148,2.3803538175046555,16
2014-01,Go,10911,3753,2.9072741806554756,12
2014-01,Haskell,3654,1283,2.848012470771629,17
2014-01,Java,42093,15410,2.7315379623621023,3
2014-01,JavaScript,61946,24598,2.5183348239694285,1
2014-01,Julia,332,130,2.5538461538461537,18
2014-01,Lua,5703,2431,2.3459481694775812,15
2014-01,Objective-C,11542,4767,2.421229284665408,10
2014-01,PHP,24729,9621,2.570314936077331,4
2014-01,Perl,8862,3707,2.3906123550040466,14
2014-01,Python,45971,19655,2.3388959552276773,2
2014-01,R,10228,3986,2.5659809332664327,11
2014-01,Ruby,13823,5601,2.4679521514015352,8
2014-01,Scala,9612,3748,2.5645677694770543,13
2014-01,TypeScript,13594,5570,2.4405745062836623,9
2014-02,C,15792,6112,2.5837696335078535,8
2014-02,C#,18419,8152,2.2594455348380764,5
2014-02,C++,16953,6791,2.4963922839051684,6
2014-02,Dart,5864,2155,2.7211136890951275,16
2014-02,Go,11291,4468,2.527081468218442,12
2014-02,Haskell,3804,1700,2.2376470588235295,17
2014-02,Java,41345,15175,2.7245469522240526,3
2014-02,JavaScript,66074,22444,2.943949385136339,1
2014-02,Julia,560,222,2.5225225225225225,18
2014-02,Lua,5843,2360,2.4758474576271188,15
2014-02,Objective-C,11060,4509,2.452872033710357,11
2014-02,PHP,25238,9879,2.5547120153861727,4
2014-02,Perl,9149,3404,2.687720329024677,14
2014-02,Python,49606,21826,2.2727939155136077,2
2014-02,R,10725,5181,2.070063694267516,10
2014-02,Ruby,14595,5737,2.5440125501132997,9
2014-02,Scala,9742,3629,2.6844860843207496,13
2014-02,TypeScript,15672,6368,2.4610552763819094,7
2014-03,C,15075,6354,2.3725212464589234,7
2014-03,C#,21509,9497,2.264820469621986,4
2014-03,C++,17192,6393,2.6891913029876426,6
2014-03,Dart,6670,2521,2.6457754859182865,15
2014-03,Go,13448,4744,2.8347386172006743,10
2014-03,Haskell,4286,1581,2.710942441492726,17
2014-03,Java,42185,16626,2.537290990015638,3
2014-03,JavaScript,63445,22669,2.798756010410693,1
2014-03,Julia,764,302,2.5298013245033113,18
2014-03,Lua,5884,2299,2.559373640713354,16
2014-03,Objective-C,11408,4621,2.46872971218351,11
2014-03,PHP,24841,9182,2.705401873230233,5
2014-03,Perl,9260,3918,2.363450740173558,14
2014-03,Python,53345,20700,2.5770531400966186,2
2014-03,R,10751,4357,2.467523525361487,12
2014-03,Ruby,15874,5991,2.6496411283592054,9
2014-03,Scala,10753,4293,2.5047752154670393,13
2014-03,TypeScript,16676,6098,2.734667103968514,8
2014-04,C,15253,5607,2.7203495630461925,8
2014-04,C#,20047,7780,2.5767352185089973,6
2014-04,C++,17006,6845,2.4844411979547116,7
2014-04,Dart,7138,2839,2.5142655864741106,15
2014-04,Go,13125,5286,2.4829738933030647,10
2014-04,Haskell,4161,1754,2.3722919042189283,17
2014-04,Java,44986,17915,2.5110801004744627,3
2014-04,JavaScript,68545,22641,3.0274722847930744,1
2014-04,Julia,972,378,2.5714285714285716,18
2014-04,Lua,6399,2675,2.39214953271028,16
2014-04,Objective-C,10925,4131,2.644638102154442,12
2014-04,PHP,23546,9647,2.4407587851145434,4
2014-04,Perl,9838,3714,2.648896068928379,14
2014-04,Python,55074,22442,2.4540593529988413,2
2014-04,R,11020,4315,2.5538818076477403,11
2014-04,Ruby,15399,5412,2.8453436807095343,9
2014-04,Scala,10591,3826,2.7681651855723994,13
2014-04,TypeScript,18796,7994,2.3512634475856893,5
2014-05,C,16966,7252,2.339492553778268,8
2014-05,C#,19647,8160,2.407720588235294,5
2014-05,C++,18511,7414,2.496762881035878,7
2014-05,Dart,7473,2932,2.5487721691678034,15
2014-05,Go,12884,5265,2.4471035137701804,10
2014-05,Haskell,4441,1845,2.4070460704607046,17
2014-05,Java,43202,16307,2.649291715214325,3
2014-05,JavaScript,69668,23763,2.9317847073180996,1
2014-05,Julia,1257,465,2.703225806451613,18
2014-05,Lua,6349,2628,2.415905631659056,16
2014-05,Objective-C,12217,5259,2.3230652215250047,11
2014-05,PHP,26553,11033,2.406689023837578,4
2014-05,Perl,8996,3528,2.549886621315193,14
2014-05,Python,52785,23009,2.294102307792603,2
2014-05,R,11556,4433,2.6068125422964132,13
2014-05,Ruby,15925,6821,2.334701656648585,9
2014-05,Scala,12107,5201,2.3278215727744667,12
2014-05,TypeScript,19016,7835,2.4270580727504787,6
2014-06,C,17242,6513,2.6473207431291264,8
2014-06,C#,22694,8753,2.5927110704901177,6
2014-06,C++,18435,7136,2.5833800448430493,7
2014-06,Dart,8458,3589,2.3566453050989136,14
2014-06,Go,15144,6512,2.3255528255528257,9
2014-06,Haskell,4342,1764,2.4614512471655328,17
2014-06,Java,41587,16153,2.5745681916671828,3
2014-06,JavaScript,69427,23440,2.9619027303754266,1
2014-06,Julia,1423,541,2.6303142329020335,18
2014-06,Lua,5657,2074,2.727579556412729,16
2014-06,Objective-C,11204,4746,2.360724820901812,11
2014-06,PHP,25277,9926,2.5465444287729198,5
2014-06,Perl,9053,3570,2.5358543417366946,15
2014-06,Python,56486,21078,2.67985577379258,2
2014-06,R,10492,4669,2.2471621332191045,12
2014-06,Ruby,14680,5240,2.801526717557252,10
2014-06,Scala,11088,4244,2.61262959472196,13
2014-06,TypeScript,21073,10132,2.0798460323726804,4
2014-07,C,15681,6356,2.4671176840780364,8
2014-07,C#,20121,7710,2.609727626459144,7
2014-07,C++,18574,8211,2.2620874436731215,6
2014-07,Dart,8185,3586,2.2824874511991076,14
2014-07,Go,14668,5749,2.5514002435206122,10
2014-07,Haskell,4395,1722,2.552264808362369,17
2014-07,Java,44266,18250,2.4255342465753427,3
2014-07,JavaScript,70218,26408,2.6589669797031203,1
2014-07,Julia,1593,594,2.6818181818181817,18
2014-07,Lua,6192,2856,2.168067226890756,16
2014-07,Objective-C,11517,4338,2.6549100968188104,13
2014-07,PHP,25313,10109,2.504006330992185,4
2014-07,Perl,8696,3510,2.4774928774928773,15
2014-07,Python,57979,24109,2.404869550790161,2
2014-07,R,11674,4661,2.504612744046342,12
2014-07,Ruby,15330,6136,2.4983702737940026,9
2014-07,Scala,11473,4965,2.310775427995972,11
2014-07,TypeScript,20476,8446,2.424342884205541,5
2014-08,C,16480,6479,2.543602407778978,8
2014-08,C#,19090,7547,2.52948191334305,7
2014-08,C++,18985,7694,2.467507148427346,6
2014-08,Dart,9123,3632,2.511839207048458,15
2014-08,Go,14998,6091,2.462321457888688,9
2014-08,Haskell,4413,1731,2.5493934142114383,17
2014-08,Java,44611,15911,2.803783545974483,3
2014-08,JavaScript,73776,28520,2.5868162692847125,1
2014-08,Julia,1975,827,2.388149939540508,18
2014-08,Lua,6093,2728,2.2335043988269794,16
2014-08,Objective-C,12302,4188,2.937440305635148,13
2014-08,PHP,24001,9826,2.4426012619580706,4
2014-08,Perl,9617,3717,2.5873015873015874,14
2014-08,Python,53748,21909,2.453238395180063,2
2014-08,R,11565,4482,2.5803212851405624,12
2014-08,Ruby,14842,5952,2.4936155913978495,10
2014-08,Scala,11351,4732,2.3987743026204567,11
2014-08,TypeScript,21756,8786,2.4762121557022536,5
2014-09,C,16573,6917,2.3959809165823334,8
2014-09,C#,21445,8639,2.4823474939229078,6
2014-09,C++,16213,6059,2.675854101336854,9
2014-09,Dart,9294,3805,2.44257555847569,14
2014-09,Go,16796,6929,2.424015009380863,7
2014-09,Haskell,4288,1641,2.6130408287629496,17
2014-09,Java,45616,19197,2.3762046153044745,3
2014-09,JavaScript,71387,29282,2.437914076907315,1
2014-09,Julia,1947,772,2.522020725388601,18
2014-09,Lua,6212,2778,2.236141108711303,16
2014-09,Objective-C,11562,4519,2.558530648373534,13
2014-09,PHP,25736,10405,2.473426237385872,4
2014-09,Perl,9051,3166,2.8588123815540114,15
2014-09,Python,55582,21400,2.5972897196261684,2
2014-09,R,10465,4620,2.265151515151515,12
2014-09,Ruby,14455,5371,2.6913051573263824,10
2014-09,Scala,11411,4630,2.4645788336933045,11
2014-09,Swift,526,203,2.5911330049261085,19
2014-09,TypeScript,23868,9911,2.4082332761578042,5
2014-10,C,16912,6428,2.6309894212818916,10
2014-10,C#,20517,8480,2.419457547169811,6
2014-10,C++,18435,7265,2.537508602890571,7
2014-10,Dart,9806,4051,2.4206368797827698,14
2014-10,Go,16670,6889,2.419799680650312,8
2014-10,Haskell,4388,1959,2.2399183256763653,17
2014-10,Java,47832,19101,2.5041620857546727,3
2014-10,JavaScript,70456,25909,2.7193639275927284,1
2014-10,Julia,2211,873,2.5326460481099655,18
2014-10,Lua,6186,2165,2.8572748267898382,16
2014-10,Objective-C,11414,4696,2.430579216354344,12
2014-10,PHP,24541,9900,2.4788888888888887,5
2014-10,Perl,8675,3721,2.3313625369524322,15
2014-10,Python,55226,20573,2.684392164487435,2
2014-10,R,12039,4699,2.5620344754203024,11
2014-10,Ruby,15356,6782,2.264228841049838,9
2014-10,Scala,10508,4543,2.313009024873432,13
2014-10,Swift,857,373,2.297587131367292,19
2014-10,TypeScript,26667,10683,2.4962089300758215,4
2014-11,C,17906,7146,2.505737475510775,9
2014-11,C#,23490,9957,2.3591443205784874,6
2014-11,C++,18484,7636,2.4206390780513356,7
2014-11,Dart,10243,4485,2.283835005574136,13
2014-11,Go,18142,7296,2.4865679824561404,8
2014-11,Haskell,4321,1817,2.3780957622454597,17
2014-11,Java,41650,15040,2.769281914893617,3
2014-11,JavaScript,74299,27512,2.7006033730735677,1
2014-11,Julia,2759,1096,2.5173357664233578,18
2014-11,Lua,6697,2709,2.4721299372462164,16
2014-11,Objective-C,11157,4861,2.2952067475828017,11
2014-11,PHP,25240,10051,2.5111929161277486,5
2014-11,Perl,8709,3566,2.4422321929332584,15
2014-11,Python,57670,20681,2.788549876698419,2
2014-11,R,11659,4420,2.637782805429864,14
2014-11,Ruby,15313,6136,2.495599739243807,10
2014-11,Scala,11583,4781,2.422714913198076,12
2014-11,Swift,1168,473,2.4693446088794926,19
2014-11,TypeScript,27638,11446,2.414642669928359,4
2014-12,C,16867,5773,2.9217044864022172,10
2014-12,C#,21168,9134,2.31749507335231,6
2014-12,C++,18460,7028,2.6266363118952762,8
2014-12,Dart,11675,4236,2.756137865911237,14
2014-12,Go,19552,8038,2.432445882060214,7
2014-12,Haskell,4564,1957,2.3321410321921308,17
2014-12,Java,43393,17767,2.4423369167557833,3
2014-12,JavaScript,80033,29581,2.7055542408978734,1
2014-12,Julia,2743,1008,2.7212301587301586,18
2014-12,Lua,6256,2471,2.531768514771348,16
2014-12,Objective-C,12293,5349,2.2981865769302674,11
2014-12,PHP,25060,10608,2.36236802413273,5
2014-12,Perl,8833,3369,2.6218462451766102,15
2014-12,Python,59024,25208,2.341478895588702,2
2014-12,R,12799,5029,2.5450387751043944,12
2014-12,Ruby,15034,5987,2.5111073993652915,9
2014-12,Scala,11809,4426,2.668097605061003,13
2014-12,Swift,1445,626,2.308306709265176,19
2014-12,TypeScript,29473,12392,2.3783892834086506,4
2015-01,C,18505,6998,2.644326950557302,9
2015-01,C#,24363,9474,2.571564281190627,7
2015-01,C++,21053,8421,2.5000593753710962,8
2015-01,Dart,11523,4611,2.4990240728692257,13
2015-01,Go,21482,9733,2.2071303811774374,6
2015-01,Haskell,4737,1841,2.5730581205866376,17
2015-01,Java,46723,17875,2.613874125874126,3
2015-01,JavaScript,79708,28939,2.754345347109437,1
2015-01,Julia,3287,1335,2.4621722846441947,18
2015-01,Lua,6746,2555,2.6403131115459884,16
2015-01,Objective-C,11675,4490,2.6002227171492205,14
2015-01,PHP,24448,9755,2.506201947719118,5
2015-01,Perl,9727,4454,2.1838796587337224,15
2015-01,Python,56252,23067,2.438635279836997,2
2015-01,R,12521,5151,2.430790137837313,11
2015-01,Ruby,15250,6919,2.2040757334874983,10
2015-01,Scala,12042,4768,2.5255872483221475,12
2015-01,Swift,1869,735,2.5428571428571427,19
2015-01,TypeScript,32797,15529,2.1119840298795802,4
2015-02,C,17520,6740,2.599406528189911,9
2015-02,C#,23622,9430,2.504984093319194,6
2015-02,C++,20748,8896,2.3322841726618706,7
2015-02,Dart,13155,5058,2.6008303677342823,12
2015-02,Go,20367,8472,2.4040368271954673,8
2015-02,Haskell,4604,1799,2.5591995553085045,17
2015-02,Java,49478,20586,2.4034780919071213,3
2015-02,JavaScript,80405,27424,2.9319209451575263,2
2015-02,Julia,3420,1493,2.290689886135298,18
2015-02,Lua,7238,2724,2.65712187958884,16
2015-02,Objective-C,11363,4591,2.475059899803964,14
2015-02,PHP,27310,11182,2.4423180110892506,5
2015-02,Perl,9361,3602,2.598833981121599,15
2015-02,Python,65177,28644,2.2754154447702835,1
2015-02,R,12670,5287,2.3964441081899,11
2015-02,Ruby,16495,6507,2.5349623482403567,10
2015-02,Scala,12097,4704,2.571641156462585,13
2015-02,Swift,2232,909,2.4554455445544554,19
2015-02,TypeScript,31942,15251,2.094420038030293,4
2015-03,C,18538,7181,2.5815346052081884,9
2015-03,C#,23928,10223,2.3406045192213636,6
2015-03,C++,20670,8170,2.529987760097919,7
2015-03,Dart,13323,6121,2.1766051298807385,11
2015-03,Go,21484,8095,2.6539839407041383,8
2015-03,Haskell,4634,1905,2.43254593175853,17
2015-03,Java,52069,22650,2.2988520971302426,3
2015-03,JavaScript,76832,28128,2.7315130830489194,1
2015-03,Julia,3992,1706,2.339976553341149,18
2015-03,Lua,7477,2911,2.5685331501202335,16
2015-03,Objective-C,12628,5569,2.267552522894595,12
2015-03,PHP,27194,12001,2.2659778351804016,5
2015-03,Perl,10147,4198,2.417103382563125,15
2015-03,Python,68624,27283,2.515265916504783,2
2015-03,R,13383,5546,2.4130905156869815,13
2015-03,Ruby,17050,7156,2.382615986584684,10
2015-03,Scala,11565,4701,2.460114869176771,14
2015-03,Swift,2490,1068,2.331460674157303,19
2015-03,TypeScript,36207,14838,2.4401536595228466,4
2015-04,C,18836,7217,2.6099487321601775,9
2015-04,C#,23092,9571,2.412705046494619,7
2015-04,C++,21339,9090,2.3475247524752474,8
2015-04,Dart,15505,5755,2.694178974804518,11
2015-04,Go,22098,9855,2.2423135464231354,6
2015-04,Haskell,4766,1987,2.3985908404630094,17
2015-04,Java,50673,19551,2.5918367346938775,3
2015-04,JavaScript,85306,33962,2.5118073140568873,1
2015-04,Julia,4039,1697,2.380082498526812,18
2015-04,Lua,7120,3061,2.3260372427311338,16
2015-04,Objective-C,12342,4946,2.495349777598059,12
2015-04,PHP,27073,10294,2.629978628327181,5
2015-04,Perl,10092,4371,2.30885380919698,15
2015-04,Python,68181,25542,2.669368099600658,2
2015-04,R,12933,4718,2.741203899957609,14
2015-04,Ruby,16181,6633,2.439469320066335,10
2015-04,Scala,11191,4870,2.297946611909651,13
2015-04,Swift,2685,1132,2.3719081272084805,19
2015-04,TypeScript,38960,17540,2.2212086659064996,4
2015-05,C,19245,7346,2.6197930846719304,9
2015-05,C#,23324,9198,2.5357686453576864,7
2015-05,C++,21508,8649,2.4867614753150655,8
2015-05,Dart,16129,7015,2.299215965787598,11
2015-05,Go,24500,9940,2.464788732394366,6
2015-05,Haskell,5148,2000,2.574,17
2015-05,Java,48397,19437,2.489941863456295,3
2015-05,JavaScript,85686,31052,2.7594357851346127,1
2015-05,Julia,4702,1861,2.526598602901666,18
2015-05,Lua,7428,2714,2.7369196757553427,16
2015-05,Objective-C,11606,4582,2.5329550414666087,14
2015-05,PHP,26902,11046,2.4354517472388193,5
2015-05,Perl,9739,4031,2.4160258000496153,15
2015-05,Python,66060,26803,2.464649479535873,2
2015-05,R,14305,6455,2.2161115414407435,12
2015-05,Ruby,17295,7047,2.4542358450404427,10
2015-05,Rust,750,354,2.1186440677966103,20
2015-05,Scala,12566,4804,2.615736885928393,13
2015-05,Swift,3421,1241,2.756647864625302,19
2015-05,TypeScript,40375,16327,2.472897654192442,4
2015-06,C,18526,8018,2.3105512596657523,8
2015-06,C#,24803,10629,2.3335214977890675,5
2015-06,C++,21129,7888,2.678625760649087,9
2015-06,Dart,16598,6576,2.5240267639902676,11
2015-06,Go,22691,8201,2.7668577002804535,7
2015-06,Haskell,5114,2043,2.503181595692609,17
2015-06,Java,50140,18111,2.7684832422284797,3
2015-06,JavaScript,84991,29949,2.837857691408728,1
2015-06,Julia,4760,1998,2.3823823823823824,18
2015-06,Lua,8103,3151,2.5715645826721674,16
2015-06,Objective-C,11599,4483,2.5873299130046843,14
2015-06,PHP,26487,10211,2.5939672901772597,6
2015-06,Perl,9945,3947,2.519635165948822,15
2015-06,Python,67602,29529,2.2893426800772123,2
2015-06,R,13561,5648,2.4010269121813033,12
2015-06,Ruby,17251,6638,2.598824947273275,10
2015-06,Rust,1156,550,2.101818181818182,20
2015-06,Scala,12998,5207,2.49625504129057,13
2015-06,Swift,3847,1404,2.74002849002849,19
2015-06,TypeScript,41246,17287,2.3859547636952625,4
2015-07,C,20612,8898,2.3164756124971904,7
2015-07,C#,22217,8832,2.515511775362319,8
2015-07,C++,21988,9430,2.3317073170731706,6
2015-07,Dart,16675,6873,2.4261603375527425,10
2015-07,Go,22097,8264,2.673886737657309,9
2015-07,Haskell,5386,1952,2.75922131147541,18
2015-07,Java,48673,18033,2.699107192369545,3
2015-07,JavaScript,86115,33208,2.5932004336304506,1
2015-07,Julia,5619,2211,2.5413839891451833,17
2015-07,Lua,7744,3392,2.2830188679245285,16
2015-07,Objective-C,11879,5085,2.336086529006883,14
2015-07,PHP,26784,10242,2.6151142355008785,5
2015-07,Perl,9461,3700,2.557027027027027,15
2015-07,Python,64836,27579,2.350919177635157,2
2015-07,R,13175,5467,2.4099140296323394,13
2015-07,Ruby,17261,5893,2.92906838622094,12
2015-07,Rust,1547,717,2.1576011157601114,20
2015-07,Scala,13374,6001,2.228628561906349,11
2015-07,Swift,4354,1682,2.5885850178359098,19
2015-07,TypeScript,44188,17855,2.47482497899748,4
2015-08,C,18205,7224,2.5200719822812845,10
2015-08,C#,24889,9683,2.570381080243726,6
2015-08,C++,21325,8431,2.5293559482860872,7
2015-08,Dart,17401,7313,2.379461233419937,9
2015-08,Go,20715,7898,2.6228159027601925,8
2015-08,Haskell,4965,2074,2.3939247830279653,18
2015-08,Java,52711,20836,2.529804185064312,3
2015-08,JavaScript,85497,29314,2.916592754315344,1
2015-08,Julia,5478,2094,2.616045845272206,17
2015-08,Lua,7505,3346,2.2429766885833833,16
2015-08,Objective-C,11628,4580,2.538864628820961,14
2015-08,PHP,26415,10181,2.5945388468716235,5
2015-08,Perl,9986,4062,2.4583948793697687,15
2015-08,Python,66968,26941,2.485728072454623,2
2015-08,R,13119,4802,2.731986672219908,13
2015-08,Ruby,16293,6480,2.5143518518518517,11
2015-08,Rust,1978,891,2.2199775533108865,20
2015-08,Scala,11631,5218,2.2290149482560366,12
2015-08,Swift,4547,1728,2.631365740740741,19
2015-08,TypeScript,43942,19058,2.3056983943750655,4
2015-09,C,19720,7737,2.548791521261471,8
2015-09,C#,24380,9694,2.5149577057974004,6
2015-09,C++,21582,7570,2.850990752972259,9
2015-09,Dart,17922,7034,2.5479101506966164,10
2015-09,Go,22542,9470,2.3803590285110876,7
2015-09,Haskell,5172,2020,2.5603960396039604,18
2015-09,Java,47925,17994,2.6633877959319774,3
2015-09,JavaScript,84976,27140,3.1310243183493,2
2015-09,Julia,5680,2374,2.392586352148273,17
2015-09,Lua,7092,2440,2.90655737704918,16
2015-09,Objective-C,11176,4561,2.4503398377548784,14
2015-09,PHP,26805,10970,2.443482224247949,5
2015-09,Perl,9505,3967,2.3960171414166878,15
2015-09,Python,70583,29149,2.421455281484785,1
2015-09,R,13845,5569,2.486083677500449,12
2015-09,Ruby,16456,6724,2.4473527662105887,11
2015-09,Rust,2348,1098,2.1384335154826957,20
2015-09,Scala,12940,4812,2.689110556940981,13
2015-09,Swift,4894,1863,2.6269457863660763,19
2015-09,TypeScript,42567,16625,2.560421052631579,4
2015-10,C,18425,7224,2.5505260243632337,10
2015-10,C#,24514,10483,2.33845273299628,6
2015-10,C++,22171,9030,2.4552602436323365,8
2015-10,Dart,18054,7387,2.444023284147827,9
2015-10,Go,23021,9179,2.5080074082144024,7
2015-10,Haskell,5358,2393,2.239030505641454,18
2015-10,Java,49750,19839,2.507686879379001,3
2015-10,JavaScript,85233,33508,2.5436612152321834,1
2015-10,Julia,6368,2544,2.50314465408805,17
2015-10,Lua,7610,3238,2.3502161828289068,16
2015-10,Objective-C,11715,5275,2.2208530805687206,12
2015-10,PHP,25480,10994,2.317627796980171,5
2015-10,Perl,10611,4275,2.482105263157895,15
2015-10,Python,70371,29453,2.38926425151937,2
2015-10,R,13269,5233,2.5356392126887064,13
2015-10,Ruby,16561,6438,2.572382727555141,11
2015-10,Rust,2868,1317,2.1776765375854215,20
2015-10,Scala,12450,4417,2.8186551958342765,14
2015-10,Swift,5445,2101,2.5916230366492146,19
2015-10,TypeScript,44996,19801,2.2724104843189736,4
2015-11,C,19545,7811,2.5022404301625913,8
2015-11,C#,23989,8905,2.6938798427849524,6
2015-11,C++,20925,7563,2.766759222530742,9
2015-11,Dart,18980,7550,2.513907284768212,10
2015-11,Go,21497,8592,2.5019785847299816,7
2015-11,Haskell,5213,2056,2.5355058365758754,19
2015-11,Java,52023,19136,2.718593227424749,3
2015-11,JavaScript,87776,30355,2.8916488222698074,2
2015-11,Julia,6289,2493,2.5226634576815083,17
2015-11,Lua,7807,3343,2.3353275501046964,16
2015-11,Objective-C,11306,4748,2.3812131423757372,14
2015-11,PHP,26367,11125,2.370067415730337,5
2015-11,Perl,9645,3728,2.587178111587983,15
2015-11,Python,74571,30626,2.434891921896428,1
2015-11,R,14003,5572,2.5131012203876524,12
2015-11,Ruby,16014,6443,2.4854881266490767,11
2015-11,Rust,3290,1642,2.0036540803897687,20
2015-11,Scala,12741,5342,2.385061774616249,13
2015-11,Swift,5520,2424,2.277227722772277,18
2015-11,TypeScript,46880,18406,2.5469955449310007,4
2015-12,C,19026,7461,2.5500603136308806,10
2015-12,C#,24222,11303,2.1429708926833584,5
2015-12,C++,23777,8955,2.655164712451145,8
2015-12,Dart,19378,8134,2.3823457093680847,9
2015-12,Go,23684,9335,2.5371183717193357,7
2015-12,Haskell,5048,1948,2.5913757700205338,19
2015-12,Java,53006,20486,2.5874255589182855,3
2015-12,JavaScript,99214,33350,2.9749325337331336,1
2015-12,Julia,6626,2684,2.468703427719821,18
2015-12,Lua,7428,2836,2.619181946403385,17
2015-12,Objective-C,11297,4392,2.572176684881603,14
2015-12,PHP,25654,11045,2.322679945676777,6
2015-12,Perl,9546,4294,2.223102002794597,15
2015-12,Python,71645,30558,2.3445578899142614,2
2015-12,R,14817,5996,2.471147431621081,12
2015-12,Ruby,16222,6092,2.6628365068942874,11
2015-12,Rust,3667,1680,2.1827380952380953,20
2015-12,Scala,12382,4912,2.5207654723127035,13
2015-12,Swift,6489,3027,2.143706640237859,16
2015-12,TypeScript,44973,17980,2.5012791991101224,4
2016-01,C,19698,8250,2.387636363636364,10
2016-01,C#,27640,10333,2.674924997580567,7
2016-01,C++,23514,8909,2.6393534627904365,8
2016-01,Dart,21951,10525,2.085605700712589,6
2016-01,Go,26728,11026,2.4240885180482494,5
2016-01,Haskell,6136,2452,2.502446982055465,19
2016-01,Java,52001,18702,2.780504758849321,4
2016-01,JavaScript,92376,32220,2.8670391061452514,1
2016-01,Julia,7708,2861,2.694162880111849,18
2016-01,Lua,8148,2920,2.7904109589041095,16
2016-01,Objective-C,11531,4753,2.426046707342731,14
2016-01,PHP,24365,8442,2.8861644160151623,9
2016-01,Perl,9252,3643,2.539665111172111,15
2016-01,Python,75931,28425,2.6712752858399296,2
2016-01,R,15165,5934,2.5556117290192115,12
2016-01,Ruby,16443,6700,2.454179104477612,11
2016-01,Rust,4097,2021,2.0272142503711033,20
2016-01,Scala,13788,5662,2.4351819145178384,13
2016-01,Swift,6819,2881,2.366886497743839,17
2016-01,TypeScript,50799,21746,2.3360158190011955,3
2016-02,C,21251,7996,2.657703851925963,10
2016-02,C#,27376,10895,2.5127122533272144,5
2016-02,C++,24016,8238,2.915270696771061,8
2016-02,Dart,21290,8120,2.62192118226601,9
2016-02,Go,27290,10389,2.6268168254884974,6
2016-02,Haskell,5673,2171,2.613081529249194,20
2016-02,Java,57856,22295,2.5950213052253868,3
2016-02,JavaScript,97031,37797,2.5671614149271105,1
2016-02,Julia,8075,3108,2.5981338481338483,16
2016-02,Kotlin,775,353,2.1954674220963173,21
2016-02,Lua,8446,3099,2.7253952888028397,17
2016-02,Objective-C,10307,4301,2.3964194373401533,14
2016-02,PHP,27234,10374,2.625216888374783,7
2016-02,Perl,9451,3644,2.5935784851811197,15
2016-02,Python,76807,30249,2.539158319283282,2
2016-02,R,15294,6183,2.473556525958273,11
2016-02,Ruby,16584,6092,2.7222586999343403,12
2016-02,Rust,5032,2429,2.0716344174557433,19
2016-02,Scala,12448,5286,2.354899735149451,13
2016-02,Swift,7580,3066,2.472276581865623,18
2016-02,TypeScript,50539,21725,2.3263060989643267,4
2016-03,C,23237,9449,2.459202031961054,10
2016-03,C#,28101,11732,2.3952437777020115,6
2016-03,C++,25091,10010,2.5065934065934066,9
2016-03,Dart,23688,10487,2.2587966053208737,8
2016-03,Go,27692,10575,2.618628841607565,7
2016-03,Haskell,5623,2157,2.606861381548447,20
2016-03,Java,54490,24389,2.2342039444011643,3
2016-03,JavaScript,97080,31945,3.0389732352480827,2
2016-03,Julia,8323,3697,2.251284825534217,17
2016-03,Kotlin,1223,469,2.6076759061833688,21
2016-03,Lua,8563,3881,2.2063901056428756,16
2016-03,Objective-C,11168,4479,2.4934137084170573,14
2016-03,PHP,29999,12062,2.4870668214226495,5
2016-03,Perl,10046,3945,2.546514575411914,15
2016-03,Python,80494,32897,2.446849256771134,1
2016-03,R,15363,5757,2.668577384054195,12
2016-03,Ruby,16658,7338,2.270100844916871,11
2016-03,Rust,5593,2765,2.0227848101265824,19
2016-03,Scala,14875,5720,2.6005244755244754,13
2016-03,Swift,8810,3658,2.408419901585566,18
2016-03,TypeScript,48642,19648,2.4756718241042344,4
2016-04,C,23517,8606,2.7326283987915407,10
2016-04,C#,28132,13078,2.1510934393638173,5
2016-04,C++,26337,11859,2.2208449279028586,6
2016-04,Dart,22947,9188,2.4974967348715715,9
2016-04,Go,27259,11196,2.4347088245802073,8
2016-04,Haskell,5699,2265,2.516114790286976,20
2016-04,Java,58114,23197,2.5052377462602924,3
2016-04,JavaScript,97082,32322,3.0035888868263103,2
2016-04,Julia,8541,3466,2.4642238892094634,18
2016-04,Kotlin,1585,562,2.820284697508897,21
2016-04,Lua,9165,3904,2.347592213114754,16
2016-04,Objective-C,11402,4295,2.6547147846332946,15
2016-04,PHP,28988,11793,2.458068345628763,7
2016-04,Perl,10819,4591,2.3565671966891744,14
2016-04,Python,79466,33273,2.388302828118895,1
2016-04,R,15823,6965,2.2717875089734387,11
2016-04,Ruby,17347,6897,2.515151515151515,12
2016-04,Rust,6205,2733,2.270398829125503,19
2016-04,Scala,13351,4814,2.7733693394266723,13
2016-04,Swift,8799,3645,2.413991769547325,17
2016-04,TypeScript,55037,22081,2.4925048684389295,4
2016-05,C,22865,9548,2.394742354419774,10
2016-05,C#,28365,12316,2.303101656381942,5
2016-05,C++,25881,10449,2.476887740453632,8
2016-05,Dart,23764,9776,2.4308510638297873,9
2016-05,Go,27421,11502,2.384020170405147,7
2016-05,Haskell,5917,2361,2.5061414654807286,20
