month,language,push_events,unique_actors
2018-10,PHP,41732,18279
2018-10,Python,138685,47355
2018-10,Ruby,29085,12450
2018-10,Rust,27371,11605
2018-10,Swift,22018,8611
2018-10,TypeScript,86273,34683
2018-11,C#,48108,18784
2018-11,C++,43669,17071
2018-11,Go,46228,19866
2018-11,Java,101666,44656
2018-11,JavaScript,172259,61634
2018-11,Kotlin,25274,10167
2018-11,PHP,39543,14902
2018-11,Python,140276,55930
2018-11,Ruby,27556,10918
2018-11,Rust,29431,13277
2018-11,Swift,22812,9388
2018-11,TypeScript,92951,41079
2018-12,C#,47653,19386
2018-12,C++,46022,18992
2018-12,Go,47631,17575
2018-12,Java,99423,39882
2018-12,JavaScript,170143,59941
2018-12,Kotlin,24330,9509
2018-12,PHP,44422,18662
2018-12,Python,146023,65106
2018-12,Ruby,29967,12790
2018-12,Rust,29115,13658
2018-12,Swift,25863,10046
2018-12,TypeScript,96959,38540
2019-01,C#,48446,18899
2019-01,C++,45842,17232
2019-01,Go,48904,19447
2019-01,Java,102747,35055
2019-01,JavaScript,183296,65561
2019-01,Kotlin,25961,10907
2019-01,PHP,44401,18172
2019-01,Python,147566,58350
2019-01,Ruby,30175,10585
2019-01,Rust,30790,14330
2019-01,Swift,24969,10202
2019-01,TypeScript,95776,41257
2019-02,C#,49188,20728
2019-02,C++,46202,19755
2019-02,Go,55129,21758
2019-02,Java,104321,40271
2019-02,JavaScript,181579,66140
2019-02,Kotlin,26359,10131
2019-02,PHP,42645,16724
2019-02,Python,154163,61197
2019-02,Ruby,29942,11559
2019-02,Rust,30588,15459
2019-02,Swift,26481,11087
2019-02,TypeScript,103882,41391
2019-03,C#,52749,20507
2019-03,C++,51412,19956
2019-03,Go,57527,22207
2019-03,Java,112957,42621
2019-03,JavaScript,183500,66604
2019-03,Kotlin,27557,12409
2019-03,PHP,43806,15544
2019-03,Python,148528,64089
2019-03,Ruby,28234,11552
2019-03,Rust,32029,15000
2019-03,Swift,25482,10845
2019-03,TypeScript,105188,43687
2019-04,C#,57819,23901
2019-04,C++,51776,20932
2019-04,Go,54598,21720
2019-04,Java,110128,42889
2019-04,JavaScript,181833,65573
2019-04,Kotlin,29737,12229
2019-04,PHP,44183,16596
2019-04,Python,158588,63381
2019-04,Ruby,29631,11437
2019-04,Rust,34118,16595
2019-04,Swift,25551,9958
2019-04,TypeScript,103750,45544
2019-05,C#,55103,23598
2019-05,C++,53210,20988
2019-05,Go,50094,19857
2019-05,Java,111369,42622
2019-05,JavaScript,197550,70205
2019-05,Kotlin,28255,10982
2019-05,PHP,44361,15687
2019-05,Python,151819,63662
2019-05,Ruby,29606,11444
2019-05,Rust,33378,15585
2019-05,Swift,25369,10849
2019-05,TypeScript,107473,47118
2019-06,C#,53540,21486
2019-06,C++,50423,18850
2019-06,Go,51251,21859
2019-06,Java,105827,44791
2019-06,JavaScript,189655,65993
2019-06,Kotlin,28188,10616
2019-06,PHP,46987,18063
2019-06,Python,168421,69973
2019-06,Ruby,29387,11814
2019-06,Rust,33401,19165
2019-06,Swift,28578,12304
2019-06,TypeScript,101658,44424
2019-07,C#,47491,18303
2019-07,C++,47604,18057
2019-07,Go,52221,20730
2019-07,Java,110935,41666
2019-07,JavaScript,199237,78966
2019-07,Kotlin,29880,12357
2019-07,PHP,43842,18993
2019-07,Python,156243,64253
2019-07,Ruby,28237,13838
2019-07,Rust,34893,14642
2019-07,Swift,26543,12051
2019-07,TypeScript,106185,47479
2019-08,C#,51785,17944
2019-08,C++,48416,20278
2019-08,Go,52350,21597
2019-08,Java,107481,38735
2019-08,JavaScript,202883,68072
2019-08,Kotlin,29061,13934
2019-08,PHP,43125,17772
2019-08,Python,152272,62508
2019-08,Ruby,29858,12166
2019-08,Rust,31127,15828
2019-08,Swift,27301,11212
2019-08,TypeScript,103383,40715
2019-09,C#,53560,20898
2019-09,C++,48238,17941
2019-09,Go,53138,19894
2019-09,Java,110770,37739
2019-09,JavaScript,197073,71487
2019-09,Kotlin,29298,13519
2019-09,PHP,43568,20335
2019-09,Python,151419,59130
2019-09,Ruby,27184,10865
2019-09,Rust,33508,15388
2019-09,Swift,26560,9762
2019-09,TypeScript,103823,44003
2019-10,C#,52107,19874
2019-10,C++,48444,20574
2019-10,Go,51621,20869
2019-10,Java,100139,43694
2019-10,JavaScript,198344,65635
2019-10,Kotlin,30519,11748
2019-10,PHP,46524,17071
2019-10,Python,165431,66935
2019-10,Ruby,26996,11266
2019-10,Rust,35304,15957
2019-10,Swift,27584,10636
2019-10,TypeScript,100376,42322
2019-11,C#,53100,22428
2019-11,C++,50519,19294
2019-11,Go,57055,24435
2019-11,Java,101435,36646
2019-11,JavaScript,200664,63106
2019-11,Kotlin,29639,12113
2019-11,PHP,45225,18215
2019-11,Python,166090,61017
2019-11,Ruby,28964,11753
2019-11,Rust,33786,14445
2019-11,Swift,27994,13117
2019-11,TypeScript,101499,43341
2019-12,C#,53105,23591
2019-12,C++,52640,20672
2019-12,Go,52314,22102
2019-12,Java,108584,47090
2019-12,JavaScript,207324,69842
2019-12,Kotlin,28719,11949
2019-12,PHP,44166,18147
2019-12,Python,164294,65895
2019-12,Ruby,26749,11499
2019-12,Rust,35047,16910
2019-12,Swift,28859,11149
2019-12,TypeScript,113304,45214
2020-01,C#,53380,22351
2020-01,C++,49406,20541
2020-01,Go,58047,22390
2020-01,Java,113035,40858
2020-01,JavaScript,204106,80211
2020-01,Kotlin,30410,11129
2020-01,PHP,39892,17962
2020-01,Python,181195,79339
2020-01,Ruby,27305,12694
2020-01,Rust,36277,17628
2020-01,Swift,30943,12709
2020-01,TypeScript,114230,43875
2020-02,C#,55425,22077
2020-02,C++,57190,22118
2020-02,Go,54110,22983
2020-02,Java,122092,44407
2020-02,JavaScript,208440,78581
2020-02,Kotlin,31302,12809
2020-02,PHP,41754,15919
2020-02,Python,182276,71720
2020-02,Ruby,28468,10903
2020-02,Rust,37396,15015
2020-02,Swift,28131,11570
2020-02,TypeScript,115050,48329
2020-03,C#,58781,24547
2020-03,C++,53444,22418
2020-03,Go,58451,24015
2020-03,Java,113732,44136
2020-03,JavaScript,221899,84983
2020-03,Kotlin,30416,12512
2020-03,PHP,46211,17778
2020-03,Python,185258,80441
2020-03,Ruby,27886,10334
2020-03,Rust,37732,17946
2020-03,Swift,28084,11533
2020-03,TypeScript,119596,53831
2020-04,C#,53967,19938
2020-04,C++,56662,22667
2020-04,Go,62063,23667
2020-04,Java,113562,43409
2020-04,JavaScript,222757,79985
2020-04,Kotlin,33596,12613
2020-04,PHP,47733,18254
2020-04,Python,185164,74577
2020-04,Ruby,27363,11426
2020-04,Rust,38024,19148
2020-04,Swift,30759,10862
2020-04,TypeScript,123182,48742
2020-05,C#,60578,23920
2020-05,C++,57298,21863
2020-05,Go,63246,25111
2020-05,Java,115920,46187
2020-05,JavaScript,223273,76052
2020-05,Kotlin,35868,13884
2020-05,PHP,46313,18513
2020-05,Python,166669,67919
2020-05,Ruby,27919,11574
2020-05,Rust,41471,17910
2020-05,Swift,31547,14062
2020-05,TypeScript,130327,49068
2020-06,C#,63054,26602
2020-06,C++,57313,25396
2020-06,Go,59744,23047
2020-06,Java,115089,44716
2020-06,JavaScript,221791,78186
2020-06,Kotlin,34961,14258
2020-06,PHP,44674,17369
2020-06,Python,192476,76324
2020-06,Ruby,26022,10028
2020-06,Rust,38758,17933
2020-06,Swift,31273,11944
2020-06,TypeScript,113953,44567
2020-07,C#,55003,21537
2020-07,C++,57188,22812
2020-07,Go,56690,21002
2020-07,Java,114822,40785
2020-07,JavaScript,227662,91610
2020-07,Kotlin,34359,13579
2020-07,PHP,41802,15655
2020-07,Python,178097,67822
2020-07,Ruby,25956,9430
2020-07,Rust,36971,18874
2020-07,Swift,30360,11831
2020-07,TypeScript,134693,51340
2020-08,C#,61150,23802
2020-08,C++,55100,20799
2020-08,Go,59522,23691
2020-08,Java,123810,47859
2020-08,JavaScript,209292,78938
2020-08,Kotlin,34991,14732
2020-08,PHP,39823,15638
2020-08,Python,182827,69116
2020-08,Ruby,25374,9357
2020-08,Rust,38086,17362
2020-08,Swift,31869,11285
2020-08,TypeScript,125989,51403
2020-09,C#,60499,23055
2020-09,C++,55257,24020
2020-09,Go,55741,24776
2020-09,Java,105494,43039
2020-09,JavaScript,230151,77313
2020-09,Kotlin,33291,14985
2020-09,PHP,39902,16559
2020-09,Python,187001,79057
2020-09,Ruby,25548,9737
2020-09,Rust,42148,20648
2020-09,Swift,30468,12704
2020-09,TypeScript,120364,50775
2020-10,C#,55137,22128
2020-10,C++,52437,20968
2020-10,Go,63611,23815
2020-10,Java,107236,41031
2020-10,JavaScript,222378,83054
2020-10,Kotlin,34881,13417
2020-10,PHP,39042,15931
2020-10,Python,188453,75573
2020-10,Ruby,23920,8921
2020-10,Rust,39243,18977
2020-10,Swift,31696,13139
2020-10,TypeScript,132781,58959
2020-11,C#,61360,24155
2020-11,C++,54965,23315
2020-11,Go,65841,26623
2020-11,Java,108807,41898
2020-11,JavaScript,231930,77491
2020-11,Kotlin,32481,13268
2020-11,PHP,41048,17476
2020-11,Python,187247,78808
2020-11,Ruby,23356,9096
2020-11,Rust,44664,22388
2020-11,Swift,28482,12461
2020-11,TypeScript,123806,53546
2020-12,C#,59385,22117
2020-12,C++,55595,22537
2020-12,Go,65433,24697
2020-12,Java,114457,49039
2020-12,JavaScript,227199,74862
2020-12,Kotlin,34500,15425
2020-12,PHP,40592,17825
2020-12,Python,195288,75801
2020-12,Ruby,25468,10627
2020-12,Rust,42644,20103
2020-12,Swift,32188,13063
2020-12,TypeScript,131738,53376
2021-01,C#,61060,24118
2021-01,C++,58235,23542
2021-01,Go,69478,27139
2021-01,Java,114005,41831
2021-01,JavaScript,248939,85003
2021-01,Kotlin,36444,14622
2021-01,PHP,43011,16897
2021-01,Python,185795,79631
2021-01,Ruby,25240,12188
2021-01,Rust,43429,20849
2021-01,Swift,31708,12167
2021-01,TypeScript,132076,51233
2021-02,C#,63001,22693
2021-02,C++,61169,26476
2021-02,Go,70059,30138
2021-02,Java,122275,49618
2021-02,JavaScript,240411,88640
2021-02,Kotlin,34252,13721
2021-02,PHP,42904,15549
2021-02,Python,195517,79985
2021-02,Ruby,23317,10117
2021-02,Rust,46622,22959
2021-02,Swift,33948,13915
2021-02,TypeScript,141171,59451
2021-03,C#,61043,27044
2021-03,C++,62928,25000
2021-03,Go,65222,24502
2021-03,Java,136403,51303
2021-03,JavaScript,233701,84217
2021-03,Kotlin,38508,14739
2021-03,PHP,43927,16922
2021-03,Python,202600,77551
2021-03,Ruby,22292,9607
2021-03,Rust,46740,21742
2021-03,Swift,33320,12665
2021-03,TypeScript,149185,63728
2021-04,C#,64493,24964
2021-04,C++,62195,25590
2021-04,Go,65120,25340
2021-04,Java,125754,49590
2021-04,JavaScript,247287,89488
2021-04,Kotlin,40036,15546
2021-04,PHP,44596,16361
2021-04,Python,198302,80107
2021-04,Ruby,26083,11106
2021-04,Rust,48067,24023
2021-04,Swift,36192,13606
2021-04,TypeScript,151688,54267
2021-05,C#,63417,25768
2021-05,C++,61689,23318
2021-05,Go,72937,27720
2021-05,Java,125785,46829
2021-05,JavaScript,256303,88869
2021-05,Kotlin,39673,14379
2021-05,PHP,40346,17011
2021-05,Python,207754,84405
2021-05,Ruby,23185,9854
2021-05,Rust,45065,21294
2021-05,Swift,35682,16126
2021-05,TypeScript,143267,62196
2021-06,C#,64905,25947
2021-06,C++,62311,25099
2021-06,Go,69915,25182
2021-06,Java,123793,45825
2021-06,JavaScript,262328,102117
2021-06,Kotlin,39907,16890
2021-06,PHP,39190,17415
2021-06,Python,198914,78163
2021-06,Ruby,22541,8083
2021-06,Rust,48474,19592
2021-06,Swift,36443,13767
2021-06,TypeScript,143978,64123
2021-07,C#,65227,24915
2021-07,C++,61884,23384
2021-07,Go,71101,28707
2021-07,Java,124297,49425
2021-07,JavaScript,263486,97576
2021-07,Kotlin,38475,16188
2021-07,PHP,39249,14508
2021-07,Python,196083,83681
2021-07,Ruby,21724,8002
2021-07,Rust,47724,22337
2021-07,Swift,35022,12799
2021-07,TypeScript,141385,61288
2021-08,C#,60671,25939
2021-08,C++,63290,28563
2021-08,Go,66701,26494
2021-08,Java,120560,51887
2021-08,JavaScript,257242,91555
2021-08,Kotlin,38907,16379
2021-08,PHP,37672,16367
2021-08,Python,208962,80810
2021-08,Ruby,24057,11119
2021-08,Rust,44117,21846
2021-08,Swift,36493,14258
2021-08,TypeScript,139669,60768
2021-09,C#,62077,23453
2021-09,C++,60265,23992
2021-09,Go,68406,28856
2021-09,Java,121077,48417
2021-09,JavaScript,253151,90868
2021-09,Kotlin,35799,13492
2021-09,PHP,37006,15317
2021-09,Python,210841,87831
2021-09,Ruby,20157,7689
2021-09,Rust,44502,23558
2021-09,Swift,33787,13964
2021-09,TypeScript,148209,66807
2021-10,C#,60271,25200
2021-10,C++,62119,24517
2021-10,Go,67614,29282
2021-10,Java,125100,51123
2021-10,JavaScript,250725,82573
2021-10,Kotlin,38404,14657
2021-10,PHP,38003,15844
2021-10,Python,210649,75919
2021-10,Ruby,21505,8947
2021-10,Rust,42297,18926
2021-10,Swift,36756,14462
2021-10,TypeScript,146466,57735
2021-11,C#,67703,27297
2021-11,C++,65045,25668
2021-11,Go,68909,25149
2021-11,Java,118567,45538
2021-11,JavaScript,245763,80673
2021-11,Kotlin,38183,16425
2021-11,PHP,35902,13761
2021-11,Python,214819,79865
2021-11,Ruby,17832,6956
2021-11,Rust,50291,22102
2021-11,Swift,33907,12975
2021-11,TypeScript,156748,66531
2021-12,C#,68651,24477
2021-12,C++,65532,26263
2021-12,Go,74877,28210
2021-12,Java,116949,41596
2021-12,JavaScript,265122,94542
2021-12,Kotlin,40934,16257
2021-12,PHP,37765,15133
2021-12,Python,206250,91260
2021-12,Ruby,21841,8764
2021-12,Rust,49575,24634
2021-12,Swift,35508,13937
2021-12,TypeScript,152533,66383
2022-01,C#,65890,26449
2022-01,C++,68636,24010
2022-01,Go,72708,29955
2022-01,Java,122470,45424
2022-01,JavaScript,254116,89689
2022-01,Kotlin,40122,15296
2022-01,PHP,36627,15797
2022-01,Python,223670,82609
2022-01,Ruby,19551,8197
2022-01,Rust,48066,19621
2022-01,Swift,38511,15719
2022-01,TypeScript,171930,65023
2022-02,C#,66449,27625
2022-02,C++,64578,24290
2022-02,Go,68667,26856
2022-02,Java,137915,50185
2022-02,JavaScript,278657,101817
2022-02,Kotlin,44354,17323
2022-02,PHP,38173,16480
2022-02,Python,233714,92824
2022-02,Ruby,19900,9073
2022-02,Rust,51230,22032
2022-02,Swift,36279,15207
2022-02,TypeScript,149436,64551
2022-03,C#,67850,25232
2022-03,C++,69611,28044
2022-03,Go,77028,32548
2022-03,Java,136924,55327
2022-03,JavaScript,274887,97447
2022-03,Kotlin,43994,17099
2022-03,PHP,37635,14874
2022-03,Python,235833,94879
2022-03,Ruby,19730,8132
2022-03,Rust,52736,25800
2022-03,Swift,39207,15205
2022-03,TypeScript,156520,65511
2022-04,C#,67550,27498
2022-04,C++,68474,27382
2022-04,Go,75460,29726
2022-04,Java,137506,46286
2022-04,JavaScript,287358,96533
2022-04,Kotlin,40897,15556
2022-04,PHP,37917,13486
2022-04,Python,246853,97574
2022-04,Ruby,17748,6918
2022-04,Rust,50957,25824
2022-04,Swift,37829,14945
2022-04,TypeScript,157940,65114
2022-05,C#,72482,28727
2022-05,C++,66197,25023
2022-05,Go,75389,28070
2022-05,Java,143029,58963
2022-05,JavaScript,271791,99579
2022-05,Kotlin,43937,15839
2022-05,PHP,38334,14517
2022-05,Python,247349,94737
2022-05,Ruby,19319,8048
2022-05,Rust,51547,26002
2022-05,Swift,38736,16625
2022-05,TypeScript,163351,72145
2022-06,C#,66933,24406
2022-06,C++,66544,25428
2022-06,Go,78606,30909
2022-06,Java,140655,53374
2022-06,JavaScript,296529,113788
2022-06,Kotlin,43263,18205
2022-06,PHP,36644,15268
2022-06,Python,224221,94287
2022-06,Ruby,17883,6845
2022-06,Rust,52103,25085
2022-06,Swift,38130,16487
2022-06,TypeScript,166429,64449
2022-07,C#,70268,26123
2022-07,C++,69122,25987
2022-07,Go,76172,29516
2022-07,Java,132222,52447
2022-07,JavaScript,287533,102406
2022-07,Kotlin,43222,17528
2022-07,PHP,34967,14147
2022-07,Python,232521,96623
2022-07,Ruby,16754,5992
2022-07,Rust,52992,20742
2022-07,Swift,36815,14503
2022-07,TypeScript,166737,74727
2022-08,C#,74328,29823
2022-08,C++,67751,26239
2022-08,Go,77250,29904
2022-08,Java,131550,55239
2022-08,JavaScript,280225,87549
2022-08,Kotlin,41079,17343
2022-08,PHP,35854,14918
2022-08,Python,235420,95680
2022-08,Ruby,15232,5855
2022-08,Rust,52021,24183
2022-08,Swift,36494,15161
2022-08,TypeScript,163230,71115
2022-09,C#,71940,27631
2022-09,C++,67164,29267
2022-09,Go,79501,33789
2022-09,Java,132179,53015
2022-09,JavaScript,275658,103945
2022-09,Kotlin,43372,18967
2022-09,PHP,36022,14724
2022-09,Python,224123,98502
2022-09,Ruby,14186,5931
2022-09,Rust,53022,27969
2022-09,Swift,38312,16119
2022-09,TypeScript,170763,68724
2022-10,C#,65432,24662
2022-10,C++,66416,27470
2022-10,Go,80783,32233
2022-10,Java,125449,46950
2022-10,JavaScript,286049,99865
2022-10,Kotlin,41830,15769
2022-10,PHP,33529,12867
2022-10,Python,226680,92576
2022-10,Ruby,14382,5774
2022-10,Rust,55325,28426
2022-10,Swift,39486,15364
2022-10,TypeScript,175178,71557
2022-11,C#,72756,31109
2022-11,C++,67281,25577
2022-11,Go,72950,30054
2022-11,Java,137479,54282
2022-11,JavaScript,268651,92883
2022-11,Kotlin,40836,15489
2022-11,PHP,34195,12833
2022-11,Python,251757,110318
2022-11,Ruby,13050,5054
2022-11,Rust,51698,23380
2022-11,Swift,37793,16239
2022-11,TypeScript,176433,67174
2022-12,C#,71367,29700
2022-12,C++,69597,25338
2022-12,Go,77207,32597
2022-12,Java,129614,50940
2022-12,JavaScript,299702,115749
2022-12,Kotlin,45243,17745
2022-12,PHP,35266,14016
2022-12,Python,237938,89960
2022-12,Ruby,13035,5321
2022-12,Rust,54522,28159
2022-12,Swift,38745,14131
2022-12,TypeScript,175890,71753
2023-01,C#,72600,26289
2023-01,C++,70161,26827
2023-01,Go,87750,36313
2023-01,Java,120877,48641
2023-01,JavaScript,293250,99603
2023-01,Kotlin,42027,18303
2023-01,PHP,34969,14637
2023-01,Python,263097,120492
2023-01,Ruby,13666,5069
2023-01,Rust,56095,24915
2023-01,Swift,39136,14707
2023-01,TypeScript,183097,78245
2023-02,C#,73573,24828
2023-02,C++,75955,29469
2023-02,Go,83671,32522
2023-02,Java,136566,49825
2023-02,JavaScript,298960,103714
2023-02,Kotlin,45453,18750
2023-02,PHP,35886,15279
2023-02,Python,252648,89933
2023-02,Ruby,13824,5305
2023-02,Rust,58027,28536
2023-02,Swift,42154,16230
2023-02,TypeScript,188905,74185
2023-03,C#,74591,31093
2023-03,C++,72482,29454
2023-03,Go,89302,35680
2023-03,Java,143657,53448
2023-03,JavaScript,301636,102719
2023-03,Kotlin,46526,18547
2023-03,PHP,32318,14576
2023-03,Python,262722,103328
2023-03,Ruby,13218,5298
2023-03,Rust,57481,28171
2023-03,Swift,43247,17595
2023-03,TypeScript,192429,79858
2023-04,C#,76433,29130
2023-04,C++,79198,33288
2023-04,Go,93812,38318
2023-04,Java,135408,51885
2023-04,JavaScript,311698,108194
2023-04,Kotlin,48179,20527
2023-04,PHP,32698,13585
2023-04,Python,272604,115390
2023-04,Ruby,12912,6164
2023-04,Rust,59576,29473
2023-04,Swift,43508,17231
2023-04,TypeScript,178702,72553
2023-05,C#,80943,31206
2023-05,C++,74558,30331
2023-05,Go,89620,38051
2023-05,Java,145153,55854
2023-05,JavaScript,324285,125768
2023-05,Kotlin,48393,17396
2023-05,PHP,35013,13817
2023-05,Python,248501,103009
2023-05,Ruby,11945,4859
2023-05,Rust,62026,28866
2023-05,Swift,41497,17292
2023-05,TypeScript,187430,81182
2023-06,C#,73138,28571
2023-06,C++,75102,28624
2023-06,Go,84007,35104
2023-06,Java,139900,60268
2023-06,JavaScript,320972,120466
2023-06,Kotlin,49186,18870
2023-06,PHP,32021,14089
2023-06,Python,270706,109999
2023-06,Ruby,10386,3907
2023-06,Rust,58233,30442
2023-06,Swift,44190,16065
2023-06,TypeScript,186866,80343
2023-07,C#,77863,26645
2023-07,C++,74963,29324
2023-07,Go,83781,32763
2023-07,Java,126765,45935
2023-07,JavaScript,330346,117930
2023-07,Kotlin,48303,21380
2023-07,PHP,32311,11616
2023-07,Python,265633,106993
2023-07,Ruby,10417,4039
2023-07,Rust,63119,28446
2023-07,Swift,45047,16619
2023-07,TypeScript,175940,78083
2023-08,C#,73733,30477
2023-08,C++,74433,29840
2023-08,Go,85152,37631
2023-08,Java,127713,50344
2023-08,JavaScript,314867,106162
2023-08,Kotlin,47307,17396
2023-08,PHP,33353,11949
2023-08,Python,263686,107597
2023-08,Ruby,10260,3937
2023-08,Rust,59891,27122
2023-08,Swift,41308,17406
2023-08,TypeScript,192282,75499
2023-09,C#,75229,28235
2023-09,C++,69359,26856
2023-09,Go,81631,35435
2023-09,Java,131366,55470
2023-09,JavaScript,320589,106396
2023-09,Kotlin,49604,18573
2023-09,PHP,30592,14037
2023-09,Python,253790,96115
2023-09,Ruby,8307,3205
2023-09,Rust,64734,31324
2023-09,Swift,38593,15420
2023-09,TypeScript,194849,82755
2023-10,C#,75758,28582
2023-10,C++,74998,28174
2023-10,Go,87351,35432
2023-10,Java,134387,47720
2023-10,JavaScript,304094,110270
2023-10,Kotlin,43901,16915
2023-10,PHP,28956,11754
2023-10,Python,270572,106683
2023-10,Ruby,8058,3112
2023-10,Rust,58029,25248
2023-10,Swift,39318,16936
2023-10,TypeScript,197170,82369
2023-11,C#,75212,31457
2023-11,C++,69613,27777
2023-11,Go,87827,35801
2023-11,Java,129143,49634
2023-11,JavaScript,312946,109155
2023-11,Kotlin,47177,18445
2023-11,PHP,27883,11805
2023-11,Python,284038,114026
2023-11,Ruby,7016,3101
2023-11,Rust,61847,26484
2023-11,Swift,40834,17742
2023-11,TypeScript,193976,77636
2023-12,C#,80685,32798
2023-12,C++,76989,32043
2023-12,Go,91755,33477
2023-12,Java,144313,56002
2023-12,JavaScript,302309,106953
2023-12,Kotlin,50170,21003
2023-12,PHP,30364,12726
2023-12,Python,277543,108720
2023-12,Ruby,6717,2527
2023-12,Rust,61040,27932
2023-12,Swift,41873,18030
2023-12,TypeScript,198386,80622
2024-01,C#,77408,30077
2024-01,C++,79080,30095
2024-01,Go,94128,36080
2024-01,Java,143639,53050
2024-01,JavaScript,339334,112840
2024-01,Kotlin,46980,19503
2024-01,PHP,30061,11767
2024-01,Python,265873,96628
2024-01,Ruby,6349,2425
2024-01,Rust,63465,30378
2024-01,Swift,43997,19860
2024-01,TypeScript,202279,91057
2024-02,C#,81370,29373
2024-02,C++,86124,33547
2024-02,Go,93553,38286
2024-02,Java,143776,55457
2024-02,JavaScript,333674,124502
2024-02,Kotlin,48107,21536
2024-02,PHP,29307,12031
2024-02,Python,290043,119954
2024-02,Ruby,5964,2075
2024-02,Rust,69644,34574
2024-02,Swift,45470,16782
2024-02,TypeScript,196315,75444
2024-03,C#,79457,29662
2024-03,C++,82005,34242
2024-03,Go,86885,34042
2024-03,Java,132620,57112
2024-03,JavaScript,341609,125911
2024-03,Kotlin,51313,21674
2024-03,PHP,29006,11378
2024-03,Python,314319,129323
2024-03,Ruby,5595,2274
2024-03,Rust,64058,31935
2024-03,Swift,43710,16445
2024-03,TypeScript,218151,86250
2024-04,C#,85837,37869
2024-04,C++,83941,30527
2024-04,Go,98080,39445
2024-04,Java,144236,54726
2024-04,JavaScript,339393,122947
2024-04,Kotlin,51194,18866
2024-04,PHP,27372,11131
2024-04,Python,316249,117109
2024-04,Ruby,4946,2058
2024-04,Rust,65876,35070
2024-04,Swift,44067,18052
2024-04,TypeScript,203239,92461
2024-05,C#,83877,33894
2024-05,C++,83342,36832
2024-05,Go,96546,38596
2024-05,Java,150244,59254
2024-05,JavaScript,359307,128221
2024-05,Kotlin,49348,19177
2024-05,PHP,26729,11933
2024-05,Python,287952,112465
2024-05,Ruby,4016,1719
2024-05,Rust,71038,33500
2024-05,Swift,45905,17799
2024-05,TypeScript,210411,85979
2024-06,C#,80052,27661
2024-06,C++,85149,31507
2024-06,Go,94288,36156
2024-06,Java,137356,56803
2024-06,JavaScript,362091,137027
2024-06,Kotlin,53125,19731
2024-06,PHP,26245,11879
2024-06,Python,273375,107620
2024-06,Ruby,3357,1349
2024-06,Rust,69548,36572
2024-06,Swift,46302,19442
2024-06,TypeScript,232010,94155
2024-07,C#,83882,33851
2024-07,C++,80459,32028
2024-07,Go,95023,39879
2024-07,Java,138951,52030
2024-07,JavaScript,350273,126056
2024-07,Kotlin,53046,20654
2024-07,PHP,26874,10275
2024-07,Python,296659,120678
2024-07,Ruby,2561,1080
2024-07,Rust,68200,31475
2024-07,Swift,48545,19096
2024-07,TypeScript,206566,82618
2024-08,C#,79201,32636
2024-08,C++,83206,30459
2024-08,Go,94072,39212
2024-08,Java,141540,54216
2024-08,JavaScript,344373,106722
2024-08,Kotlin,49341,21990
2024-08,PHP,24524,10842
2024-08,Python,293412,120064
2024-08,Ruby,1865,767
2024-08,Rust,66204,33329
2024-08,Swift,46151,17786
2024-08,TypeScript,215011,92158
2024-09,C#,75946,31210
2024-09,C++,81517,31185
2024-09,Go,91440,35922
2024-09,Java,124918,46969
2024-09,JavaScript,379876,137130
2024-09,Kotlin,49781,18865
2024-09,PHP,23113,9281
2024-09,Python,280291,121378
2024-09,Ruby,1094,422
2024-09,Rust,66900,29400
2024-09,Swift,43380,16899
2024-09,TypeScript,214132,100437
2024-10,C#,80615,29063
2024-10,C++,80379,34681
2024-10,Go,98887,40352
2024-10,Java,132813,54028
2024-10,JavaScript,357510,125166
2024-10,Kotlin,51027,21012
2024-10,PHP,22253,8041
2024-10,Python,301513,135686
2024-10,Ruby,442,176
2024-10,Rust,67457,33294
2024-10,Swift,41806,15300
2024-10,TypeScript,201270,77329
2024-11,C#,76025,30591
2024-11,C++,77600,30306
2024-11,Go,101175,39830
2024-11,Java,130639,52778
2024-11,JavaScript,346530,117569
2024-11,Kotlin,52154,21173
2024-11,PHP,22817,9296
2024-11,Python,312464,148352
2024-11,Rust,66212,32762
2024-11,Swift,47039,17602
2024-11,TypeScript,218812,90274
2024-12,C#,80176,28415
2024-12,C++,84461,34148
2024-12,Go,103217,43299
2024-12,Java,139648,57439
2024-12,JavaScript,339043,119606
2024-12,Kotlin,52091,20137
2024-12,PHP,22314,8219
2024-12,Python,304683,120176
2024-12,Rust,67478,31498
2024-12,Swift,48308,19484
2024-12,TypeScript,236076,104695
