month,language,push_events,unique_actors,month_total,share,share_pct
2014-10,Objective-C,11414,4696,378696,0.030140270824091,3.014027082409109
2014-10,PHP,24541,9900,378696,0.0648039588482582,6.480395884825824
2014-10,Perl,8675,3721,378696,0.0229075564568941,2.2907556456894183
2014-10,Python,55226,20573,378696,0.1458320130130764,14.583201301307644
2014-10,R,12039,4699,378696,0.0317906711451929,3.179067114519297
2014-10,Ruby,15356,6782,378696,0.0405496757293449,4.054967572934491
2014-10,Scala,10508,4543,378696,0.0277478505186217,2.7747850518621795
2014-10,Swift,857,373,378696,0.0022630289202949,0.2263028920294907
2014-10,TypeScript,26667,10683,378696,0.0704179605805184,7.041796058051841
2014-11,C,17906,7146,388128,0.0461342649847473,4.6134264984747295
2014-11,C#,23490,9957,388128,0.0605212713331684,6.052127133316844
2014-11,C++,18484,7636,388128,0.0476234644241075,4.762346442410751
2014-11,Dart,10243,4485,388128,0.0263907782999422,2.639077829994229
2014-11,Go,18142,7296,388128,0.046742311814659,4.674231181465909
2014-11,Haskell,4321,1817,388128,0.0111329252205457,1.11329252205458
2014-11,Java,41650,15040,388128,0.1073099596009563,10.73099596009564
2014-11,JavaScript,74299,27512,388128,0.1914291161678621,19.14291161678621
2014-11,Julia,2759,1096,388128,0.0071084796768076,0.7108479676807651
2014-11,Lua,6697,2709,388128,0.0172546170335559,1.725461703355594
2014-11,Objective-C,11157,4861,388128,0.0287456715310413,2.8745671531041306
2014-11,PHP,25240,10051,388128,0.0650300931651414,6.50300931651414
2014-11,Perl,8709,3566,388128,0.0224384739055157,2.2438473905515703
2014-11,Python,57670,20681,388128,0.1485850028856459,14.858500288564596
2014-11,R,11659,4420,388128,0.0300390592794129,3.003905927941298
2014-11,Ruby,15313,6136,388128,0.0394534792645725,3.945347926457251
2014-11,Scala,11583,4781,388128,0.0298432475884244,2.984324758842444
2014-11,Swift,1168,473,388128,0.0030093165141396,0.3009316514139665
2014-11,TypeScript,27638,11446,388128,0.0712084673097534,7.120846730975348
2014-12,C,16867,5773,400481,0.0421168544824848,4.211685448248481
2014-12,C#,21168,9134,400481,0.0528564401307427,5.285644013074278
2014-12,C++,18460,7028,400481,0.0460945712780381,4.609457127803816
2014-12,Dart,11675,4236,400481,0.0291524441858664,2.9152444185866497
2014-12,Go,19552,8038,400481,0.0488212923958939,4.882129239589394
2014-12,Haskell,4564,1957,400481,0.0113962959541151,1.1396295954115176
2014-12,Java,43393,17767,400481,0.1083522064717177,10.835220647171775
2014-12,JavaScript,80033,29581,400481,0.1998421897668054,19.98421897668054
2014-12,Julia,2743,1008,400481,0.0068492637603282,0.6849263760328206
2014-12,Lua,6256,2471,400481,0.0156212154883752,1.5621215488375229
2014-12,Objective-C,12293,5349,400481,0.0306955885547628,3.0695588554762896
2014-12,PHP,25060,10608,400481,0.0625747538584851,6.257475385848517
2014-12,Perl,8833,3369,400481,0.0220559776868315,2.2055977686831585
2014-12,Python,59024,25208,400481,0.1473827722164097,14.738277221640978
2014-12,R,12799,5029,400481,0.0319590692192638,3.195906921926384
2014-12,Ruby,15034,5987,400481,0.0375398583203697,3.753985832036976
2014-12,Scala,11809,4426,400481,0.0294870418321967,2.9487041832196783
2014-12,Swift,1445,626,400481,0.0036081611861736,0.3608161186173626
2014-12,TypeScript,29473,12392,400481,0.0735940032111386,7.359400321113861
2015-01,C,18505,6998,414708,0.0446217579598175,4.462175795981751
2015-01,C#,24363,9474,414708,0.058747359587951,5.874735958795104
2015-01,C++,21053,8421,414708,0.0507658400609585,5.076584006095856
2015-01,Dart,11523,4611,414708,0.0277858155617928,2.7785815561792875
2015-01,Go,21482,9733,414708,0.0518003028637016,5.180030286370169
2015-01,Haskell,4737,1841,414708,0.011422494863856,1.1422494863856014
2015-01,Java,46723,17875,414708,0.1126648147612295,11.26648147612296
2015-01,JavaScript,79708,28939,414708,0.1922027064826335,19.22027064826336
2015-01,Julia,3287,1335,414708,0.0079260588172883,0.792605881728831
2015-01,Lua,6746,2555,414708,0.0162668672897556,1.6266867289755682
2015-01,Objective-C,11675,4490,414708,0.0281523385128813,2.815233851288135
2015-01,PHP,24448,9755,414708,0.058952323080336,5.895232308033604
2015-01,Perl,9727,4454,414708,0.0234550575344579,2.345505753445798
2015-01,Python,56252,23067,414708,0.1356424279251907,13.564242792519074
2015-01,R,12521,5151,414708,0.0301923280959132,3.019232809591327
2015-01,Ruby,15250,6919,414708,0.0367728618690741,3.6772861869074154
2015-01,Scala,12042,4768,414708,0.0290372985329436,2.903729853294366
2015-01,Swift,1869,735,414708,0.0045067854972655,0.4506785497265546
2015-01,TypeScript,32797,15529,414708,0.0790845607029524,7.9084560702952444
2015-02,C,17520,6740,429204,0.0408197500489277,4.081975004892778
2015-02,C#,23622,9430,429204,0.0550367657337769,5.503676573377694
2015-02,C++,20748,8896,429204,0.0483406492017781,4.834064920177818
2015-02,Dart,13155,5058,429204,0.0306497609528336,3.064976095283362
2015-02,Go,20367,8472,429204,0.0474529594318785,4.745295943187855
2015-02,Haskell,4604,1799,429204,0.0107268338598894,1.072683385988947
2015-02,Java,49478,20586,429204,0.115278515577674,11.527851557767402
2015-02,JavaScript,80405,27424,429204,0.1873351599705501,18.73351599705501
2015-02,Julia,3420,1493,429204,0.0079682388794139,0.7968238879413985
2015-02,Lua,7238,2724,429204,0.0168637757336837,1.686377573368375
2015-02,Objective-C,11363,4591,429204,0.0264745901715734,2.6474590171573427
2015-02,PHP,27310,11182,429204,0.0636294163148526,6.362941631485261
2015-02,Perl,9361,3602,429204,0.0218101415643843,2.18101415643843
2015-02,Python,65177,28644,429204,0.1518555279074752,15.185552790747522
2015-02,R,12670,5287,429204,0.0295197621643787,2.951976216437871
2015-02,Ruby,16495,6507,429204,0.0384316082795127,3.843160827951277
2015-02,Scala,12097,4704,429204,0.0281847326679154,2.818473266791549
2015-02,Swift,2232,909,429204,0.0052003243213017,0.5200324321301759
2015-02,TypeScript,31942,15251,429204,0.0744214872181992,7.442148721819927
2015-03,C,18538,7181,442235,0.0419188892783248,4.191888927832487
2015-03,C#,23928,10223,442235,0.0541069793209492,5.410697932094926
2015-03,C++,20670,8170,442235,0.0467398555066876,4.673985550668762
2015-03,Dart,13323,6121,442235,0.0301265164448765,3.012651644487659
2015-03,Go,21484,8095,442235,0.0485805058396553,4.858050583965539
2015-03,Haskell,4634,1905,442235,0.0104785916989835,1.047859169898357
2015-03,Java,52069,22650,442235,0.1177405677976641,11.774056779766411
2015-03,JavaScript,76832,28128,442235,0.1737356835166823,17.37356835166823
2015-03,Julia,3992,1706,442235,0.009026874851606,0.9026874851606048
2015-03,Lua,7477,2911,442235,0.016907300417199,1.6907300417199
2015-03,Objective-C,12628,5569,442235,0.0285549538141485,2.8554953814148587
2015-03,PHP,27194,12001,442235,0.0614921930647732,6.149219306477326
2015-03,Perl,10147,4198,442235,0.0229448144086288,2.294481440862889
2015-03,Python,68624,27283,442235,0.1551754157857247,15.517541578572477
2015-03,R,13383,5546,442235,0.0302621909165941,3.026219091659412
2015-03,Ruby,17050,7156,442235,0.0385541623797302,3.855416237973024
2015-03,Scala,11565,4701,442235,0.026151254423553,2.6151254423553087
2015-03,Swift,2490,1068,442235,0.0056304905762773,0.5630490576277318
2015-03,TypeScript,36207,14838,442235,0.0818727599579409,8.18727599579409
2015-04,C,18836,7217,452412,0.0416346162347594,4.163461623475947
2015-04,C#,23092,9571,452412,0.0510419705931761,5.104197059317613
2015-04,C++,21339,9090,452412,0.0471671838943264,4.716718389432641
2015-04,Dart,15505,5755,452412,0.0342718583945607,3.4271858394560715
2015-04,Go,22098,9855,452412,0.0488448582265722,4.884485822657224
2015-04,Haskell,4766,1987,452412,0.0105346454117043,1.0534645411704375
2015-04,Java,50673,19551,452412,0.1120063128298984,11.20063128298984
2015-04,JavaScript,85306,33962,452412,0.1885582168465911,18.85582168465912
2015-04,Julia,4039,1697,452412,0.0089277030671158,0.8927703067115815
2015-04,Lua,7120,3061,452412,0.0157378672537421,1.5737867253742166
2015-04,Objective-C,12342,4946,452412,0.0272804434895626,2.728044348956261
2015-04,PHP,27073,10294,452412,0.0598414719326631,5.984147193266315
2015-04,Perl,10092,4371,452412,0.0223071006074109,2.2307100607410946
2015-04,Python,68181,25542,452412,0.1507055515768812,15.070555157688126
2015-04,R,12933,4718,452412,0.0285867748866077,2.858677488660778
2015-04,Ruby,16181,6633,452412,0.0357660716338205,3.5766071633820498
2015-04,Scala,11191,4870,452412,0.0247363023085152,2.473630230851525
2015-04,Swift,2685,1132,452412,0.0059348558393676,0.5934855839367656
2015-04,TypeScript,38960,17540,452412,0.0861161949727239,8.611619497272399
2015-05,C,19245,7346,459086,0.0419202502363391,4.192025023633916
2015-05,C#,23324,9198,459086,0.050805295739796,5.080529573979603
2015-05,C++,21508,8649,459086,0.0468496098770165,4.6849609877016505
2015-05,Dart,16129,7015,459086,0.0351328509255346,3.513285092553465
2015-05,Go,24500,9940,459086,0.0533669072897017,5.336690728970171
2015-05,Haskell,5148,2000,459086,0.0112135852541789,1.1213585254178955
2015-05,Java,48397,19437,459086,0.1054203351877426,10.54203351877426
2015-05,JavaScript,85686,31052,459086,0.1866447680826686,18.664476808266866
2015-05,Julia,4702,1861,459086,0.0102420897173949,1.0242089717394998
2015-05,Lua,7428,2714,459086,0.016179974993792,1.6179974993792017
2015-05,Objective-C,11606,4582,459086,0.0252806663675215,2.528066636752156
2015-05,PHP,26902,11046,459086,0.0585990424452063,5.859904244520635
2015-05,Perl,9739,4031,459086,0.0212138902079348,2.12138902079349
2015-05,Python,66060,26803,459086,0.1438946079819467,14.389460798194673
2015-05,R,14305,6455,459086,0.0311597391338442,3.11597391338442
2015-05,Ruby,17295,7047,459086,0.0376726800643016,3.767268006430168
2015-05,Rust,750,354,459086,0.001633680835399,0.1633680835399032
2015-05,Scala,12566,4804,459086,0.0273717778368323,2.737177783683232
2015-05,Swift,3421,1241,459086,0.0074517628505334,0.7451762850533452
2015-05,TypeScript,40375,16327,459086,0.0879464849723145,8.794648497231455
2015-06,C,18526,8018,462547,0.0400521460521849,4.005214605218497
2015-06,C#,24803,10629,462547,0.0536226588865563,5.36226588865564
2015-06,C++,21129,7888,462547,0.0456796822809357,4.567968228093577
2015-06,Dart,16598,6576,462547,0.0358839209853268,3.58839209853269
2015-06,Go,22691,8201,462547,0.0490566364066786,4.905663640667867
2015-06,Haskell,5114,2043,462547,0.0110561737509917,1.1056173750991791
2015-06,Java,50140,18111,462547,0.1083997950478546,10.83997950478546
2015-06,JavaScript,84991,29949,462547,0.1837456517932231,18.37456517932232
2015-06,Julia,4760,1998,462547,0.0102908461194213,1.0290846119421375
2015-06,Lua,8103,3151,462547,0.017518219770099,1.7518219770099035
2015-06,Objective-C,11599,4483,462547,0.0250763706174723,2.5076370617472388
2015-06,PHP,26487,10211,462547,0.057263369992671,5.726336999267102
2015-06,Perl,9945,3947,462547,0.0215005177852196,2.1500517785219664
2015-06,Python,67602,29529,462547,0.1461516343204042,14.61516343204042
2015-06,R,13561,5648,462547,0.0293181017280406,2.931810172804061
2015-06,Ruby,17251,6638,462547,0.0372956694130542,3.729566941305424
2015-06,Rust,1156,550,462547,0.0024992054861451,0.2499205486145191
2015-06,Scala,12998,5207,462547,0.0281009281218989,2.8100928121898963
2015-06,Swift,3847,1404,462547,0.0083169926515575,0.8316992651557572
2015-06,TypeScript,41246,17287,462547,0.0891714787902634,8.917147879026349
2015-07,C,20612,8898,463985,0.044423849908941,4.442384990894102
2015-07,C#,22217,8832,463985,0.0478830134594868,4.788301345948684
2015-07,C++,21988,9430,463985,0.0473894630214338,4.738946302143388
2015-07,Dart,16675,6873,463985,0.0359386618101878,3.593866181018783
2015-07,Go,22097,8264,463985,0.0476243844089787,4.762438440897874
2015-07,Haskell,5386,1952,463985,0.0116081338836384,1.160813388363848
2015-07,Java,48673,18033,463985,0.1049020981281722,10.490209812817223
2015-07,JavaScript,86115,33208,463985,0.185598672370874,18.559867237087406
2015-07,Julia,5619,2211,463985,0.0121103052900417,1.2110305290041703
2015-07,Lua,7744,3392,463985,0.0166901947261226,1.6690194726122611
2015-07,Objective-C,11879,5085,463985,0.0256021207582141,2.5602120758214166
2015-07,PHP,26784,10242,463985,0.0577260040734075,5.772600407340755
2015-07,Perl,9461,3700,463985,0.0203907453904759,2.039074539047599
2015-07,Python,64836,27579,463985,0.1397372759895255,13.973727598952552
2015-07,R,13175,5467,463985,0.0283953145037016,2.8395314503701625
2015-07,Ruby,17261,5893,463985,0.0372016336735023,3.7201633673502377
2015-07,Rust,1547,717,463985,0.0033341595094669,0.3334159509466901
2015-07,Scala,13374,6001,463985,0.0288242076791275,2.882420767912756
2015-07,Swift,4354,1682,463985,0.0093839240492688,0.9383924049268834
2015-07,TypeScript,44188,17855,463985,0.095235837365432,9.523583736543207
2015-08,C,18205,7224,465198,0.0391338741783068,3.913387417830687
2015-08,C#,24889,9683,465198,0.0535019497074364,5.35019497074364
2015-08,C++,21325,8431,465198,0.0458406957897497,4.584069578974974
2015-08,Dart,17401,7313,465198,0.0374055778399735,3.740557783997352
2015-08,Go,20715,7898,465198,0.0445294261798202,4.45294261798202
2015-08,Haskell,4965,2074,465198,0.0106728747759018,1.0672874775901875
2015-08,Java,52711,20836,465198,0.1133087416540913,11.330874165409138
2015-08,JavaScript,85497,29314,465198,0.1837862587543368,18.378625875433684
2015-08,Julia,5478,2094,465198,0.0117756310216295,1.17756310216295
2015-08,Lua,7505,3346,465198,0.016132915446756,1.6132915446756004
2015-08,Objective-C,11628,4580,465198,0.0249958082364928,2.4995808236492847
2015-08,PHP,26415,10181,465198,0.0567822733545716,5.67822733545716
2015-08,Perl,9986,4062,465198,0.0214661284012399,2.14661284012399
2015-08,Python,66968,26941,465198,0.1439559069471493,14.395590694714938
2015-08,R,13119,4802,465198,0.0282008951027304,2.820089510273045
2015-08,Ruby,16293,6480,465198,0.0350237963189867,3.5023796318986755
2015-08,Rust,1978,891,465198,0.0042519529318698,0.425195293186987
2015-08,Scala,11631,5218,465198,0.0250022571034269,2.5002257103426926
2015-08,Swift,4547,1728,465198,0.0097743326497534,0.977433264975344
2015-08,TypeScript,43942,19058,465198,0.0944587036057764,9.445870360577649
2015-09,C,19720,7737,468110,0.0421268505265856,4.212685052658563
2015-09,C#,24380,9694,468110,0.0520817756510222,5.20817756510222
2015-09,C++,21582,7570,468110,0.0461045480763068,4.610454807630685
2015-09,Dart,17922,7034,468110,0.0382858729785734,3.8285872978573416
2015-09,Go,22542,9470,468110,0.0481553481019418,4.815534810194185
2015-09,Haskell,5172,2020,468110,0.0110486851381085,1.1048685138108565
2015-09,Java,47925,17994,468110,0.1023797825297472,10.237978252974727
2015-09,JavaScript,84976,27140,468110,0.1815299822691247,18.15299822691248
2015-09,Julia,5680,2374,468110,0.0121339001516737,1.213390015167375
2015-09,Lua,7092,2440,468110,0.0151502851893785,1.5150285189378565
2015-09,Objective-C,11176,4561,468110,0.0238747302984341,2.387473029843413
2015-09,PHP,26805,10970,468110,0.0572621819657772,5.726218196577728
2015-09,Perl,9505,3967,468110,0.0203050565038132,2.0305056503813206
2015-09,Python,70583,29149,468110,0.1507829356347867,15.07829356347867
2015-09,R,13845,5569,468110,0.0295763816197047,2.957638161970477
2015-09,Ruby,16456,6724,468110,0.0351541304394266,3.5154130439426634
2015-09,Rust,2348,1098,468110,0.0050159150626989,0.5015915062698938
2015-09,Scala,12940,4812,468110,0.0276430753455384,2.764307534553844
2015-09,Swift,4894,1863,468110,0.010454807630685,1.0454807630685097
2015-09,TypeScript,42567,16625,468110,0.0909337548866719,9.093375488667194
2015-10,C,18425,7224,474270,0.0388491787378497,3.8849178737849743
2015-10,C#,24514,10483,474270,0.0516878571277964,5.16878571277964
2015-10,C++,22171,9030,474270,0.0467476332047146,4.674763320471461
2015-10,Dart,18054,7387,474270,0.0380669239041052,3.8066923904105257
2015-10,Go,23021,9179,474270,0.0485398612604634,4.853986126046345
2015-10,Haskell,5358,2393,474270,0.0112973622620026,1.1297362262002657
2015-10,Java,49750,19839,474270,0.1048980538511818,10.48980538511818
2015-10,JavaScript,85233,33508,474270,0.1797140869125182,17.97140869125182
2015-10,Julia,6368,2544,474270,0.0134269508929512,1.3426950892951273
2015-10,Lua,7610,3238,474270,0.0160457123579395,1.604571235793957
2015-10,Objective-C,11715,5275,474270,0.0247011196154089,2.470111961540894
2015-10,PHP,25480,10994,474270,0.053724671600565,5.372467160056508
2015-10,Perl,10611,4275,474270,0.0223733316465304,2.237333164653046
2015-10,Python,70371,29453,474270,0.1483775064836485,14.837750648364857
2015-10,R,13269,5233,474270,0.0279777342020368,2.797773420203681
2015-10,Ruby,16561,6438,474270,0.0349189280367723,3.49189280367723
2015-10,Rust,2868,1317,474270,0.006047188310456,0.6047188310456069
2015-10,Scala,12450,4417,474270,0.0262508697577329,2.6250869757732938
2015-10,Swift,5445,2101,474270,0.0114808020747675,1.1480802074767538
2015-10,TypeScript,44996,19801,474270,0.0948742277605583,9.487422776055832
2015-11,C,19545,7811,484381,0.0403504679167845,4.035046791678452
2015-11,C#,23989,8905,484381,0.0495250639475949,4.952506394759497
2015-11,C++,20925,7563,484381,0.0431994648840478,4.319946488404789
2015-11,Dart,18980,7550,484381,0.0391840307526513,3.918403075265133
2015-11,Go,21497,8592,484381,0.044380353482073,4.4380353482073
2015-11,Haskell,5213,2056,484381,0.0107621892683651,1.0762189268365192
2015-11,Java,52023,19136,484381,0.1074009921941612,10.74009921941612
2015-11,JavaScript,87776,30355,484381,0.1812127230423984,18.121272304239845
2015-11,Julia,6289,2493,484381,0.0129835811066082,1.2983581106608229
2015-11,Lua,7807,3343,484381,0.0161174777705979,1.6117477770597937
2015-11,Objective-C,11306,4748,484381,0.0233411302259997,2.3341130225999778
2015-11,PHP,26367,11125,484381,0.0544344224897343,5.443442248973432
2015-11,Perl,9645,3728,484381,0.0199120114125037,1.9912011412503792
2015-11,Python,74571,30626,484381,0.1539511252505775,15.395112525057757
2015-11,R,14003,5572,484381,0.0289090612554992,2.890906125549929
2015-11,Ruby,16014,6443,484381,0.033060751763591,3.306075176359106
2015-11,Rust,3290,1642,484381,0.0067921739292003,0.6792173929200361
2015-11,Scala,12741,5342,484381,0.0263036741738424,2.630367417384249
2015-11,Swift,5520,2424,484381,0.0113959878690534,1.1395987869053492
2015-11,TypeScript,46880,18406,484381,0.0967833172647151,9.678331726471518
2015-12,C,19026,7461,498101,0.0381970724812839,3.819707248128392
2015-12,C#,24222,11303,498101,0.0486286917713475,4.862869177134757
2015-12,C++,23777,8955,498101,0.0477352986643271,4.773529866432711
2015-12,Dart,19378,8134,498101,0.0389037564670619,3.89037564670619
2015-12,Go,23684,9335,498101,0.0475485895430846,4.754858954308464
2015-12,Haskell,5048,1948,498101,0.0101344907960433,1.0134490796043374
2015-12,Java,53006,20486,498101,0.1064161686083746,10.64161686083746
2015-12,JavaScript,99214,33350,498101,0.1991845027414119,19.91845027414119
2015-12,Julia,6626,2684,498101,0.0133025229822867,1.3302522982286724
2015-12,Lua,7428,2836,498101,0.0149126381998831,1.4912638199883157
2015-12,Objective-C,11297,4392,498101,0.0226801391685622,2.26801391685622
2015-12,PHP,25654,11045,498101,0.0515036107134898,5.150361071348984
2015-12,Perl,9546,4294,498101,0.0191647878643086,1.9164787864308648
2015-12,Python,71645,30558,498101,0.1438362902302946,14.383629023029464
2015-12,R,14817,5996,498101,0.029746979026342,2.9746979026342046
2015-12,Ruby,16222,6092,498101,0.0325676920945752,3.25676920945752
2015-12,Rust,3667,1680,498101,0.0073619607268405,0.7361960726840541
2015-12,Scala,12382,4912,498101,0.0248584122497244,2.4858412249724453
2015-12,Swift,6489,3027,498101,0.0130274783628219,1.3027478362821998
2015-12,TypeScript,44973,17980,498101,0.0902889173079355,9.028891730793552
2016-01,C,19698,8250,514090,0.0383162481277597,3.831624812775973
2016-01,C#,27640,10333,514090,0.0537649049777276,5.376490497772764
2016-01,C++,23514,8909,514090,0.0457390729249742,4.573907292497423
2016-01,Dart,21951,10525,514090,0.0426987492462409,4.2698749246240935
2016-01,Go,26728,11026,514090,0.051990896535626,5.199089653562606
2016-01,Haskell,6136,2452,514090,0.0119356532902799,1.1935653290279913
2016-01,Java,52001,18702,514090,0.1011515493396097,10.11515493396098
2016-01,JavaScript,92376,32220,514090,0.179688381411815,17.968838141181507
2016-01,Julia,7708,2861,514090,0.0149934836312707,1.499348363127079
2016-01,Lua,8148,2920,514090,0.0158493648971969,1.584936489719699
2016-01,Objective-C,11531,4753,514090,0.0224299247213522,2.242992472135229
2016-01,PHP,24365,8442,514090,0.0473944251006633,4.739442510066331
2016-01,Perl,9252,3643,514090,0.0179968488007936,1.7996848800793637
2016-01,Python,75931,28425,514090,0.1476998190978233,14.769981909782334
2016-01,R,15165,5934,514090,0.0294987259040245,2.949872590402459
2016-01,Ruby,16443,6700,514090,0.0319846719446011,3.1984671944601137
2016-01,Rust,4097,2021,514090,0.00796942169659,0.7969421696590092
2016-01,Scala,13788,5662,514090,0.0268202065786146,2.682020657861464
2016-01,Swift,6819,2881,514090,0.0132642144371608,1.3264214437160808
2016-01,TypeScript,50799,21746,514090,0.098813437335875,9.881343733587505
2016-02,C,21251,7996,530355,0.0400693874857406,4.006938748574068
2016-02,C#,27376,10895,530355,0.051618255696656,5.161825569665601
2016-02,C++,24016,8238,530355,0.045282876563811,4.528287656381103
2016-02,Dart,21290,8120,530355,0.0401429231363897,4.014292313638978
2016-02,Go,27290,10389,530355,0.0514561001593272,5.145610015932724
2016-02,Haskell,5673,2171,530355,0.0106966088751873,1.0696608875187374
2016-02,Java,57856,22295,530355,0.1090891949731783,10.908919497317834
2016-02,JavaScript,97031,37797,530355,0.1829548132854409,18.29548132854409
2016-02,Julia,8075,3108,530355,0.01522565074337,1.5225650743370007
2016-02,Kotlin,775,353,530355,0.0014612853654627,0.1461285365462756
2016-02,Lua,8446,3099,530355,0.0159251821892883,1.5925182189288307
2016-02,Objective-C,10307,4301,530355,0.0194341525959027,1.9434152595902745
2016-02,PHP,27234,10374,530355,0.0513505105071131,5.135051050711316
2016-02,Perl,9451,3644,530355,0.0178201393406303,1.7820139340630332
2016-02,Python,76807,30249,530355,0.1448218646001263,14.482186460012633
2016-02,R,15294,6183,530355,0.0288372882314676,2.88372882314676
2016-02,Ruby,16584,6092,530355,0.0312696212913991,3.126962129139916
2016-02,Rust,5032,2429,530355,0.0094879844632368,0.9487984463236888
2016-02,Scala,12448,5286,530355,0.0234710712635875,2.34710712635876
2016-02,Swift,7580,3066,530355,0.0142923136389776,1.4292313638977665
2016-02,TypeScript,50539,21725,530355,0.0952927755937061,9.52927755937061
2016-03,C,23237,9449,544759,0.042655559614435,4.265555961443501
2016-03,C#,28101,11732,544759,0.0515842785525342,5.158427855253424
2016-03,C++,25091,10010,544759,0.0460588994399358,4.605889943993582
2016-03,Dart,23688,10487,544759,0.0434834486442628,4.348344864426287
2016-03,Go,27692,10575,544759,0.0508334878359054,5.083348783590542
2016-03,Haskell,5623,2157,544759,0.0103219955980534,1.032199559805345
2016-03,Java,54490,24389,544759,0.1000258830051454,10.00258830051454
2016-03,JavaScript,97080,31945,544759,0.1782072439372272,17.820724393722728
2016-03,Julia,8323,3697,544759,0.0152783157322779,1.5278315732277945
2016-03,Kotlin,1223,469,544759,0.0022450294533913,0.2245029453391316
2016-03,Lua,8563,3881,544759,0.0157188775219867,1.5718877521986787
2016-03,Objective-C,11168,4479,544759,0.0205008086144515,2.050080861445153
2016-03,PHP,29999,12062,544759,0.0550683880394816,5.506838803948168
2016-03,Perl,10046,3945,544759,0.0184411822475626,1.844118224756268
2016-03,Python,80494,32897,544759,0.1477607529200986,14.77607529200986
2016-03,R,15363,5757,544759,0.0282014615637373,2.820146156373736
2016-03,Ruby,16658,7338,544759,0.0305786595540413,3.0578659554041328
2016-03,Rust,5593,2765,544759,0.0102669253743398,1.0266925374339846
2016-03,Scala,14875,5720,544759,0.0273056525913293,2.7305652591329377
2016-03,Swift,8810,3658,544759,0.0161722890305621,1.617228903056214
2016-03,TypeScript,48642,19648,544759,0.0892908607292399,8.92908607292399
2016-04,C,23517,8606,555615,0.0423260711103911,4.232607111039119
2016-04,C#,28132,13078,555615,0.0506321823564878,5.063218235648786
2016-04,C++,26337,11859,555615,0.0474015280365,4.740152803650009
2016-04,Dart,22947,9188,555615,0.0413001808806457,4.130018088064577
2016-04,Go,27259,11196,555615,0.0490609504782988,4.906095047829882
2016-04,Haskell,5699,2265,555615,0.0102571024900335,1.0257102490033567
2016-04,Java,58114,23197,555615,0.1045940084410968,10.45940084410968
2016-04,JavaScript,97082,32322,555615,0.1747289040072712,17.472890400727124
2016-04,Julia,8541,3466,555615,0.0153721551793958,1.5372155179395803
2016-04,Kotlin,1585,562,555615,0.0028526947616605,0.2852694761660502
2016-04,Lua,9165,3904,555615,0.0164952350098539,1.6495235009853944
2016-04,Objective-C,11402,4295,555615,0.0205214042097495,2.052140420974956
2016-04,PHP,28988,11793,555615,0.0521728175085265,5.217281750852658
2016-04,Perl,10819,4591,555615,0.0194721164835362,1.947211648353626
2016-04,Python,79466,33273,555615,0.143023496485876,14.3023496485876
2016-04,R,15823,6965,555615,0.0284783528162486,2.847835281624866
2016-04,Ruby,17347,6897,555615,0.0312212593252521,3.12212593252522
2016-04,Rust,6205,2733,555615,0.0111678050448602,1.11678050448602
2016-04,Scala,13351,4814,555615,0.0240292288725106,2.402922887251064
2016-04,Swift,8799,3645,555615,0.0158365054939121,1.5836505493912152
2016-04,TypeScript,55037,22081,555615,0.0990560010078921,9.905600100789217
2016-05,C,22865,9548,562154,0.0406739078615468,4.067390786154683
2016-05,C#,28365,12316,562154,0.0504577037608911,5.045770376089114
2016-05,C++,25881,10449,562154,0.0460389857583509,4.603898575835092
2016-05,Dart,23764,9776,562154,0.0422731137730942,4.22731137730942
2016-05,Go,27421,11502,562154,0.0487784486101673,4.877844861016732
2016-05,Haskell,5917,2361,562154,0.0105255855157127,1.0525585515712776
2016-05,Java,60333,26089,562154,0.1073246832718436,10.732468327184366
2016-05,JavaScript,95501,35249,562154,0.1698840531242328,16.988405312423286
2016-05,Julia,9280,4227,562154,0.0165079319901663,1.6507931990166398
2016-05,Kotlin,2069,795,562154,0.0036804861301351,0.3680486130135159
2016-05,Lua,8201,3469,562154,0.0145885291219132,1.4588529121913212
2016-05,Objective-C,11710,4525,562154,0.0208305909056948,2.083059090569488
2016-05,PHP,27803,11975,562154,0.0494579777071763,4.945797770717633
2016-05,Perl,10494,4144,562154,0.0186674825759489,1.8667482575948944
2016-05,Python,82948,37302,562154,0.1475538731379657,14.755387313796575
2016-05,R,15651,6139,562154,0.0278411253855705,2.78411253855705
2016-05,Ruby,19327,7940,562154,0.0343802587902958,3.4380258790295897
2016-05,Rust,6759,2940,562154,0.0120233957243033,1.2023395724303303
2016-05,Scala,14069,5777,562154,0.0250269499105227,2.502694991052274
2016-05,Swift,9290,3712,562154,0.0165257207099833,1.6525720709983385
2016-05,TypeScript,54506,24651,562154,0.0969591962344837,9.69591962344838
2016-06,C,21942,8042,564774,0.0388509386055307,3.885093860553071
2016-06,C#,28331,11012,564774,0.0501634282031396,5.016342820313966
2016-06,C++,25116,9362,564774,0.0444708856994125,4.447088569941251
2016-06,Dart,22358,8828,564774,0.0395875164224982,3.958751642249821
2016-06,Go,26626,10425,564774,0.0471445215254243,4.714452152542433
2016-06,Haskell,5983,2203,564774,0.0105936179781647,1.0593617978164718
2016-06,Java,61790,23428,564774,0.1094065944962055,10.940659449620556
2016-06,JavaScript,103002,34509,564774,0.1823773757290527,18.237737572905267
2016-06,Julia,8773,3396,564774,0.0155336470871534,1.5533647087153446
2016-06,Kotlin,2541,1054,564774,0.0044991447906596,0.4499144790659626
